1,73687,92602
2,18492,18997
3,4004,57073
4,98816,90989
5,4184,39613
6,14398,42613
7,55034,70469
8,40957,29945
9,27979,69359
10,97094,49239
11,78381,11419
12,38329,43305
13,88974,57880
14,49988,29425
15,10534,40582
16,15508,67138
17,50961,36501
18,19323,3940
19,20376,53692
20,47403,99536
21,31678,53505
22,84636,13932
23,3635,40258
24,28359,35480
25,76745,34051
26,21063,21227
27,52319,7348
28,23409,93347
29,73611,9111
30,44748,19257
31,53503,11613
32,56740,88830
33,61360,33176
34,5614,67294
35,61535,61876
36,28457,77430
37,55917,27073
38,73558,24111
39,63006,91251
40,63501,4563
41,90117,71218
42,42720,51627
43,66614,37360
44,99152,66095
45,18445,53166
46,4095,3548
47,88861,84416
48,1739,43538
49,72269,50228
50,69570,91627
51,46778,47232
52,11223,53734
53,46609,10310
54,59471,30228
55,90470,45171
56,87377,72083
57,39694,77127
58,93289,87806
59,77852,61518
60,92561,5431
61,70830,12292
62,97855,1114
63,21494,29638
64,4328,86977
65,88614,31621
66,36225,65904
67,51685,43744
68,1681,83381
69,92624,43233
70,78349,14147
71,41399,83525
72,29633,17616
73,96894,84072
74,34205,74697
75,86593,27818
76,65944,67195
77,65597,2592
78,19402,83192
79,116,22539
80,6597,41467
81,13316,301
82,63202,10412
83,26895,78585
84,72047,65613
85,8,60483
86,87887,57029
87,95270,80244
88,31534,36672
89,16557,91461
90,21211,16837
91,66504,86184
92,26217,61711
93,64169,37748
94,21930,52398
95,94773,88926
96,76649,70177
97,61507,69386
98,12757,23163
99,67048,75766
100,56158,72329
101,52158,37119
102,32250,15410
103,59007,86806
104,11929,54082
105,39765,47839
106,69476,54623
107,38666,74746
108,10008,65626
109,46808,28173
110,74868,27201
111,52721,41382
112,29051,25332
113,8199,26309
114,31430,81075
115,11269,631
116,32434,10695
117,30320,5767
118,96738,32503
119,71945,41094
120,80085,94057
121,61332,4438
122,66001,66784
123,46557,10284
124,54693,65505
125,26096,16366
126,89838,32362
127,33436,9483
128,4177,54888
129,19849,79393
130,98866,16081
131,96693,15430
132,40914,71450
133,68294,19364
134,43114,30665
135,48908,68611
136,38421,16876
137,35573,47005
138,74638,84390
139,25716,41687
140,45511,30904
141,59557,82287
142,8052,64561
143,82557,26054
144,68010,40934
145,62281,72294
146,12381,98821
147,90168,91721
148,6254,99068
149,26668,64433
150,47303,49357
151,88929,77182
152,73071,4953
153,90602,58766
154,23788,18249
155,19908,57534
156,20213,58185
157,26608,13951
158,74813,73919
159,83308,26619
160,75025,31023
161,59315,68789
162,96056,86073
163,75781,17468
164,77005,29681
165,16188,60476
166,6309,14788
167,2873,26408
168,31084,38609
169,85857,29209
170,88172,24607
171,9143,73266
172,35803,20174
173,19602,17540
174,65897,59344
175,80845,74353
176,29846,8588
177,19905,10856
178,21103,46154
179,72689,1054
180,16860,29027
181,1651,40115
182,86742,29301
183,78292,31490
184,99292,93746
185,36431,30470
186,84017,35005
187,44924,97293
188,79732,98750
189,56569,85234
190,89767,84911
191,94716,99561
192,81734,82281
193,32206,58344
194,33613,18368
195,74041,36387
196,20818,22818
197,68315,58097
198,70856,22541
199,51639,53139
200,64413,87467
201,16781,71486
202,11979,32593
203,90348,58436
204,67118,70014
205,81761,149
206,32669,1307
207,6006,90126
208,60196,29052
209,66335,61632
210,92521,73913
211,33033,30590
212,43666,53346
213,53678,93368
214,61423,47614
215,24881,84454
216,24623,29737
217,47662,98545
218,86427,55099
219,56472,35969
220,49311,18462
221,68880,93411
222,65584,73096
223,69398,54789
224,13932,7148
225,3050,9693
226,17863,59356
227,39255,68655
228,2297,41152
229,46777,82969
230,96866,48927
231,89732,69006
232,72928,99149
233,26601,80361
234,86511,71968
235,3959,88307
236,50586,55354
237,47900,59462
238,98791,75403
239,16361,42534
240,27329,25766
241,26985,88274
242,63522,73431
243,24449,77439
244,71905,25667
245,45208,21498
246,33752,33604
247,91799,35011
248,21863,59369
249,86786,98457
250,46126,67129
251,69597,81074
252,32213,71268
253,42498,33843
254,62396,36538
255,34555,74006
256,31112,42170
257,95892,8013
258,3405,23457
259,90666,93244
260,44692,76163
261,20473,97098
262,22691,48149
263,45656,83132
264,97476,14503
265,78468,84929
266,97098,64379
267,58913,10144
268,85693,93364
269,33731,71376
270,67735,30843
271,17264,64372
272,10689,25010
273,86059,22341
274,29989,91980
275,15559,98143
276,24655,76767
277,28271,59967
278,33855,64095
279,48656,67533
280,80705,48353
281,93732,6650
282,72524,41623
283,47454,29096
284,93857,46923
285,21095,10258
286,33927,18641
287,78040,14972
288,95864,19550
289,85013,28580
290,83185,93719
291,33827,40657
292,13927,94205
293,57687,66938
294,46883,77221
295,64567,69569
296,70652,407
297,83181,39482
298,1764,6070
299,83947,35157
300,90096,91764
301,74205,22765
302,77218,74661
303,60837,51688
304,24735,71746
305,15355,25305
306,86389,4700
307,38445,56587
308,74328,46116
309,41982,54465
310,32723,76269
311,34959,50744
312,64808,9676
313,76655,32747
314,38257,6786
315,8493,60579
316,99510,73906
317,28207,73020
318,63956,52950
319,67793,30215
320,50683,22872
321,87788,15491
322,76580,97435
323,71642,29223
324,74612,72952
325,61180,95617
326,70895,21427
327,45065,16839
328,18326,76225
329,72427,5819
330,73890,48696
331,25743,39057
332,4995,62996
333,22125,50618
334,86070,68734
335,94721,54701
336,67420,16721
337,86566,48157
338,69672,2088
339,75846,94389
340,85886,43019
341,9290,97048
342,98676,70008
343,27912,26256
344,90915,90937
345,18239,59154
346,96662,97868
347,36256,3914
348,97663,25189
349,40962,47875
350,84113,9181
351,24330,68758
352,54651,27586
353,16867,76899
354,50063,4781
355,9577,69566
356,7435,71127
357,60980,63226
358,3568,47541
359,83500,5045
360,36970,33474
361,90302,69235
362,22977,88737
363,20313,38031
364,76950,8259
365,63621,20755
366,4305,52860
367,43009,53814
368,53603,55633
369,18253,52501
370,26654,51545
371,40301,64309
372,93798,47239
373,73579,5507
374,44862,40374
375,85910,61253
376,31089,35113
377,91995,7759
378,60078,97616
379,87479,72381
380,97400,25762
381,9196,90634
382,97947,31458
383,71181,63541
384,69690,72848
385,76546,29108
386,35917,25217
387,93003,82841
388,77409,64514
389,3428,18527
390,71109,28638
391,89282,91358
392,20815,1676
393,93454,73536
394,29835,37321
395,31924,19436
396,93901,79398
397,71365,74808
398,42294,19976
399,36685,26341
400,77016,7364
401,62106,68088
402,32134,30523
403,29966,70629
404,53474,70429
405,78658,75094
406,69895,88788
407,47480,84751
408,71482,51478
409,1397,93704
410,99770,2798
411,45452,68806
412,4110,83958
413,86994,70420
414,33139,90124
415,63325,12035
416,78993,7595
417,84766,11533
418,21283,56690
419,82928,70112
420,63467,59342
421,44068,79839
422,98374,27468
423,5051,22035
424,83040,58648
425,7596,69216
426,6832,91668
427,52868,57264
428,5253,65625
429,17476,40559
430,95049,74383
431,25974,21036
432,28602,46641
433,19750,93937
434,48274,86563
435,58233,186
436,31548,65962
437,23009,95989
438,3324,56157
439,39882,64043
440,85348,58365
441,2695,53542
442,63758,97182
443,23198,31873
444,38402,57316
445,31605,42509
446,18168,16890
447,4872,57768
448,98664,27700
449,1727,62476
450,81983,21214
451,86334,30477
452,94280,18949
453,87697,13553
454,91364,74290
455,2843,46384
456,60265,78511
457,92811,23367
458,48128,886
459,24761,46680
460,15046,36471
461,95734,35074
462,89450,68664
463,2373,44868
464,88428,91610
465,69891,81812
466,5314,21552
467,97063,94300
468,68907,70042
469,94914,89574
470,44076,69340
471,5782,78628
472,66994,19371
473,80571,96642
474,99197,14380
475,72829,39872
476,82343,9941
477,27969,57718
478,69532,12134
479,80949,66810
480,95052,72717
481,46487,73713
482,28194,72897
483,33928,56326
484,26484,69052
485,92023,65409
486,32534,59671
487,93006,64435
488,2835,94521
489,99387,58481
490,74338,17347
491,50644,21015
492,44986,4888
493,93720,68562
494,9413,61929
495,48067,69
496,29099,21739
497,24968,17734
498,84977,31594
499,76624,80974
500,61049,8565
501,62842,28905
502,81326,16424
503,32816,36274
504,67198,88275
505,78217,77801
506,40677,47132
507,10447,65469
508,27639,18200
509,93025,35296
510,98851,67303
511,78647,76112
512,39375,44927
513,38781,85516
514,12943,71235
515,71749,83610
516,58884,70347
517,46916,95262
518,71620,55372
519,34889,72404
520,13335,23202
521,59668,19553
522,21223,29794
523,90645,21247
524,56185,28346
525,6944,6783
526,87543,39264
527,48257,61527
528,58015,95682
529,89497,43623
530,17099,14914
531,43925,56666
532,24792,27249
533,48907,12872
534,83411,2349
535,59927,89865
536,31588,45924
537,94843,25676
538,39555,56189
539,72746,69476
540,54298,67858
541,6816,22017
542,49286,1528
543,91697,48921
544,52433,45243
545,87785,88887
546,29522,70198
547,56917,41088
548,17029,17206
549,55064,44480
550,50710,86409
551,41987,7295
552,45392,80650
553,25877,78450
554,4992,28371
555,43480,16120
556,48137,52544
557,247,15417
558,71938,39556
559,78946,90611
560,76270,60892
561,15256,44889
562,57707,93799
563,1468,97353
564,20237,47554
565,29018,36063
566,37530,19422
567,534,99436
568,41447,6088
569,11859,33535
570,21496,95238
571,20667,39722
572,14145,88740
573,71221,10575
574,28454,331
575,72535,75726
576,86965,95431
577,96079,504
578,31501,66581
579,69663,67430
580,41768,92369
581,99298,40551
582,39655,98780
583,35649,55700
584,42711,97974
585,10746,70929
586,39760,43251
587,86058,5293
588,44878,3512
589,69375,37516
590,63830,25007
591,26218,49428
592,55632,91236
593,73739,49372
594,19863,77883
595,40472,44047
596,68650,33956
597,76730,91803
598,35377,91681
599,11158,93815
600,87605,69550
601,22075,83054
602,93716,7057
603,89849,1139
604,99135,6927
605,41719,3299
606,61758,51433
607,80145,36269
608,30528,98360
609,5415,50167
610,74980,86701
611,22572,50101
612,69819,35814
613,93392,6323
614,89739,80173
615,6972,56145
616,90492,28585
617,28996,2430
618,30780,58743
619,59809,83539
620,11461,91029
621,80991,72668
622,5177,20661
623,66792,56628
624,81491,6138
625,71641,5061
626,81767,87893
627,25038,99049
628,69418,48979
629,46053,15174
630,77019,82843
631,60274,21381
632,27146,52025
633,97222,97913
634,33937,55337
635,49438,62776
636,24040,92358
637,43879,20314
638,81602,82737
639,89330,13490
640,69489,63874
641,9666,78444
642,6854,26409
643,11258,61019
644,68331,94321
645,33115,80691
646,60496,96748
647,14876,65998
648,19835,45732
649,88162,18833
650,91984,95270
651,49407,39502
652,88699,28730
653,76880,13152
654,25303,92588
655,29873,7165
656,13294,44145
657,68784,68327
658,99565,8460
659,62700,384
660,64067,25178
661,10174,71751
662,30614,65017
663,96085,87919
664,49619,47007
665,37494,49758
666,60123,70150
667,29138,15931
668,4722,43119
669,14270,42269
670,13393,62447
671,23330,79889
672,61409,90089
673,82432,13855
674,17666,92486
675,32871,8629
676,33509,20592
677,78543,33929
678,52856,48172
679,7964,16169
680,85679,46300
681,26858,95675
682,19448,87620
683,55498,15973
684,54366,98402
685,13285,53326
686,47437,92278
687,62456,54052
688,92820,95610
689,45851,44579
690,62201,74161
691,683,66506
692,92714,12659
693,24586,37427
694,19514,94175
695,85856,69752
696,19295,66921
697,18216,6386
698,50169,91337
699,26097,60253
700,38971,88155
701,11974,39580
702,95907,27821
703,73712,54898
704,41950,48690
705,51573,85166
706,70314,55801
707,58148,44859
708,70928,13318
709,68495,48145
710,28410,58995
711,82260,7672
712,62474,86307
713,87677,19621
714,4606,50915
715,21713,83251
716,7312,77812
717,59073,90494
718,89971,35022
719,32788,60287
720,21615,32127
721,50025,65905
722,7035,64670
723,93437,93567
724,6961,7716
725,54533,73790
726,1807,47825
727,18464,24768
728,10030,23744
729,73477,67207
730,46847,51053
731,6066,39859
732,52722,87399
733,76202,39366
734,20698,4044
735,43539,83625
736,56442,55231
737,44707,55859
738,16463,1212
739,44913,54021
740,24779,10817
741,72495,46702
742,6791,20648
743,52686,93075
744,58722,25646
745,11447,11021
746,982,53671
747,17368,19879
748,85656,27711
749,54982,36360
750,86805,560
751,49367,85491
752,56023,85401
753,26243,83543
754,24098,4207
755,20784,13408
756,32949,79180
757,16311,94535
758,68231,23479
759,52756,22841
760,89421,44119
761,48844,9897
762,95672,24667
763,14988,88045
764,86923,33565
765,20051,94392
766,78177,13714
767,16943,95203
768,77375,8674
769,38238,51967
770,70116,86060
771,39982,94836
772,13972,49018
773,88932,40942
774,52838,30022
775,19618,24545
776,48006,38017
777,55153,42133
778,75725,47464
779,39005,10484
780,93230,91432
781,72634,83096
782,22094,2376
783,46538,38099
784,79878,15302
785,70841,21797
786,8608,31279
787,74904,90669
788,63979,209
789,22304,29733
790,7419,41156
791,39828,5734
792,38577,22439
793,46045,19283
794,9131,99407
795,28659,41539
796,37973,7928
797,86265,18543
798,42043,93312
799,97146,79435
800,98201,53813
801,11171,10656
802,41658,7202
803,10944,15834
804,51284,70419
805,85624,65170
806,82014,19728
807,9111,65105
808,14495,75843
809,83026,14271
810,92127,19352
811,49517,18737
812,50908,73034
813,80093,62141
814,95161,39810
815,2197,6458
816,31211,49818
817,31684,33439
818,40918,69842
819,15178,66549
820,24509,75458
821,92205,60844
822,55122,70999
823,51770,47012
824,48458,18947
825,16938,93232
826,563,72959
827,19226,53243
828,76368,84977
829,95898,2358
830,86795,83584
831,40717,58297
832,7087,82746
833,22759,93170
834,42526,25763
835,99855,74959
836,97434,63768
837,31896,94088
838,48583,97103
839,29981,45514
840,87460,72884
841,5585,6311
842,36582,71750
843,28408,73294
844,50475,42459
845,4625,59699
846,28757,98672
847,15164,77762
848,68732,55361
849,74267,35398
850,96469,78500
851,95025,46758
852,48385,54738
853,78819,38575
854,33552,67768
855,74341,8594
856,85673,54594
857,53607,82840
858,89165,55860
859,65623,83721
860,37018,11414
861,64408,33953
862,86516,12380
863,92689,76545
864,11114,23786
865,16882,48972
866,11481,23265
867,82815,78840
868,44265,89284
869,85021,12916
870,77811,97100
871,59482,89894
872,20093,80816
873,54203,54402
874,38105,32055
875,81001,51819
876,79273,54263
877,24394,75820
878,78612,55259
879,65652,74646
880,33468,29428
881,64951,39788
882,47251,12372
883,23909,56164
884,21059,9417
885,19793,22001
886,59098,9786
887,14806,37407
888,66596,3522
889,46654,81904
890,84460,28827
891,38384,3314
892,87136,77976
893,34706,70040
894,38586,57662
895,60360,70636
896,57196,76015
897,81684,75808
898,57673,94663
899,89283,9622
900,59104,19430
901,89486,89084
902,73571,51924
903,80649,68018
904,83205,46192
905,12180,76523
906,61173,36069
907,2194,68005
908,23224,18207
909,40284,39248
910,73046,10929
911,42956,37595
912,21905,22603
913,22058,798
914,72519,40544
915,14620,512
916,98944,26572
917,87992,97630
918,16696,63513
919,38916,36808
920,35761,57298
921,8092,24013
922,77814,63519
923,10441,25349
924,55289,32393
